scenario_id,total_gen_power,total_gen_reactive,num_gens_at_pmax,num_gens_at_pmin,num_gens_at_limit,num_gens_in_service,total_load_p,total_load_q,total_gen_at_bus,avg_voltage,min_voltage,max_voltage,voltage_std,max_angle_deg,min_angle_deg,angle_spread_deg,power_imbalance,power_imbalance_pct,max_branch_flow,avg_branch_flow,max_line_loading_pct,avg_line_loading_pct
10,2188.9766956510175,233.57769402496766,1,1,2,32.0,2164.895644176565,439.7810408129613,2188.9766956510175,1.0029755723403901,0.9777325610802917,1.0270409789806454,0.010813683731315027,-17.132155493408447,-38.03207824885999,20.89992275545154,24.08105147445258,1.1123423680595927,207.35572628282137,83.27110393568668,62.41602239308441,21.388479907618784
11,2201.3034373534256,307.67681155029175,1,1,2,32.0,2164.895644176565,439.7810408129613,2201.3034373534256,1.0007636075938666,0.9703131633910556,1.0248106299825404,0.01155004469846872,117.28104079525474,86.84203063344103,30.439010161813712,36.40779317686065,1.6817343263078457,329.91936001995276,99.42044545545748,96.51975579526304,25.182845468181284
12,2191.7304589529717,257.9980127286868,1,1,2,33.0,2164.895644176565,439.7810408129613,2191.7304589529713,1.0012480262743975,0.97343499042844,1.0229901551682232,0.011547781363400731,-7.024748803746377,-32.71309350976156,25.688344706015187,26.8348147764068,1.2395431090912299,255.46121034861008,85.21116544836615,92.49982559283757,22.042037652879092
13,2193.8096842494397,297.3170348069981,1,1,2,33.0,2164.895644176565,439.7810408129613,2193.8096842494397,1.0009989868890221,0.9736178596187507,1.0251524810072004,0.011455800786861018,50.40195418024504,25.253212358346275,25.148741821898767,28.91404007287474,1.335585858406234,234.0075642663379,89.88449044077706,52.232334044595596,22.692027910962274
14,2191.7304589529717,257.9980127286868,1,1,2,33.0,2164.895644176565,439.7810408129613,2191.7304589529713,1.0012480262743975,0.97343499042844,1.0229901551682232,0.011547781363400731,-7.024748803746377,-32.71309350976156,25.688344706015187,26.8348147764068,1.2395431090912299,255.46121034861008,85.21116544836615,92.49982559283757,22.042037652879092
15,2184.35125551703,209.43185447812104,1,1,2,33.0,2164.895644176565,439.7810408129613,2184.35125551703,1.0020600694239983,0.9730985196840398,1.0298257964241582,0.014131103098151474,29.681741332674108,10.631628616045646,19.050112716628462,19.45561134046511,0.8986858739727016,253.1676322519619,69.17682201460403,59.536134840265284,18.174457201881328
16,2191.7304589529717,257.9980127286868,1,1,2,33.0,2164.895644176565,439.7810408129613,2191.7304589529713,1.0012480262743975,0.97343499042844,1.0229901551682232,0.011547781363400731,-7.024748803746377,-32.71309350976156,25.688344706015187,26.8348147764068,1.2395431090912299,255.46121034861008,85.21116544836615,92.49982559283757,22.042037652879092
17,2185.0260255662474,202.76816609848208,8,1,9,32.0,2164.895644176565,439.7810408129613,2185.0260255662474,1.0028553254721648,0.9782082741894165,1.0277248515424515,0.010415142106626352,-3.006692871349884,-20.770778988839396,17.764086117489512,20.130381389682498,0.9298545841612262,229.35916528180843,72.74768679671399,62.75398420725911,19.306371032576028
18,2185.903206718951,213.67679474745327,2,1,3,32.0,2164.895644176565,439.7810408129613,2185.903206718951,1.003763974398934,0.9782060376627214,1.0281558404708406,0.010897325710426564,5.443165157157637,-14.239239400967165,19.6824045581248,21.00756254238604,0.9703729876724119,222.391502066147,75.85115331242501,55.79413195382853,19.945674138995034
19,2193.611195280367,281.33509264220106,1,1,2,33.0,2164.895644176565,439.7810408129613,2193.611195280367,1.0013568379260909,0.9645046656509823,1.0268686398797673,0.013300167365219127,43.08876114023553,14.021426206644236,29.067334933591297,28.715551103802227,1.3264173347590809,242.1019002196408,90.62422144070705,55.55071734597564,23.32219590044907
20,2158.9305827261855,301.321467165875,1,1,2,33.0,2128.086745037853,437.7152269407288,2158.9305827261855,1.0025299733116118,0.9728061951521639,1.0275894945700343,0.01169074654678001,62.11281464980172,32.61684729041116,29.495967359390562,30.84383768833277,1.4493693812177821,266.38425015800016,86.19716983051018,99.3048182615185,22.86470982724498
21,2155.3812564599975,258.3698127507589,1,1,2,33.0,2128.086745037853,437.7152269407288,2155.3812564599975,1.0035107618218684,0.9813069440083714,1.029083550798491,0.010005512074957753,21.891246461204787,-0.20924925008654327,22.10049571129133,27.29451142214475,1.2825845321290819,180.45851986607616,83.78914522568928,96.83209892440424,22.4907432283993
22,2156.446224274187,314.3458159060149,1,1,2,33.0,2128.086745037853,437.7152269407288,2156.446224274187,1.0010381778648885,0.9743540451347721,1.022625760617906,0.01126660550721498,23.076170646540305,-7.960453908987546,31.03662455552785,28.35947923633421,1.3326279721661334,250.3818332721981,86.73914874102687,62.59545831804952,22.527788045806776
23,2159.8384160019314,305.53191452704664,1,9,10,33.0,2128.086745037853,437.7152269407288,2159.8384160019314,1.0023940996113132,0.9728997559249188,1.0365666473638733,0.013646115256355064,16.155275612977306,-12.62676217082742,28.782037783804725,31.751670964078585,1.4920289804029492,300.3539664241582,92.78149603667188,98.81395878293966,24.277116928568518
24,2157.7039405301916,315.3098116916305,1,1,2,32.0,2128.086745037853,437.7152269407288,2157.7039405301916,1.001244397223718,0.9747259084928583,1.026304270636945,0.011259463574595934,23.62285849344221,-5.876141488311077,29.498999981753286,29.61719549233885,1.3917287705211492,264.62142040951557,92.39988138507802,52.92428408190312,23.264030759181036
25,2151.16454711571,245.30067742297717,1,1,2,32.0,2128.086745037853,437.7152269407288,2151.16454711571,1.00405024714317,0.9788974577660873,1.0301063027848123,0.010557044235543277,8.202503035530583,-15.39714097244854,23.599644007979123,23.077802077857086,1.0844389746643808,212.43270560377204,83.30047952254172,55.98558828821194,21.834774641040358
26,2160.321559107593,310.53150120649053,1,1,2,33.0,2128.086745037853,437.7152269407288,2160.321559107593,1.001773508758201,0.9723579152614538,1.0280674382638042,0.011269849350935068,51.47367665917261,22.11712090991705,29.356555749255563,32.23481406974042,1.5147321482502376,302.16739593075914,95.3372823111464,95.79968058047498,24.554433182144496
27,2152.452508841419,265.2176176131934,0,0,0,32.0,2128.086745037853,437.7152269407288,2152.452508841419,0.9993879100398543,0.9770455480500879,1.0234541289865626,0.011624378577326311,105.39294473177347,81.3436343260064,24.049310405767073,24.365763803566097,1.1449610247505535,211.9356406077032,85.23418951610343,51.349935119653075,21.767963314498445
28,2159.357361515646,290.62705067592236,1,3,4,33.0,2128.086745037853,437.7152269407288,2159.3573615156465,1.0026769588480418,0.9755349743622951,1.027544463312138,0.01070758508806577,179.2235783531812,-179.6762890448152,358.89986739799645,31.270616477793283,1.4694239579616886,261.84370203483377,93.17768227479523,98.72588038911161,24.168529961238512
29,2157.4281138383853,313.08094804348383,1,1,2,32.0,2128.086745037853,437.7152269407288,2157.428113838386,1.001674486584618,0.9747677548928042,1.0269931949283588,0.011152947616935726,13.302290773692192,-15.809912361623049,29.11220313531524,29.341368800532564,1.378767518239049,263.1874813933143,92.19339960916135,52.63749627866285,23.25211182730234
30,2157.3443214077147,325.67412687420784,1,1,2,33.0,2128.086745037853,437.7152269407288,2157.3443214077142,1.0004504428390486,0.9739745811010007,1.0238428283994228,0.011444721512749232,-106.00426143579922,-133.92763084999132,27.923369414192095,29.25757636986191,1.374830064520772,269.01307560486674,93.39829936967372,53.80261512097335,23.397169529710247
31,2155.2160694148342,279.28709645628106,1,1,2,33.0,2128.086745037853,437.7152269407288,2155.2160694148342,1.0033056499242303,0.977673884088597,1.028742641429416,0.010643436405262418,-2.4045207632353254,-27.033819501674827,24.629298738439502,27.129324376981458,1.2748222994311682,236.37836294937156,87.67391215757564,87.29058301850053,22.80353707337447
32,2153.841490266015,252.3196342182114,1,3,4,33.0,2128.086745037853,437.7152269407288,2153.8414902660156,1.0038508574862692,0.9794095049861946,1.0297262758026946,0.0101786149704516,-1.3970474125728458,-26.607242406565433,25.210194993992587,25.754745228162392,1.2102300476339034,201.90276627499642,83.27142072892568,99.31758138313968,22.38095859313177
33,2151.358125168665,230.64875459946097,1,9,10,32.0,2128.086745037853,437.7152269407288,2151.3581251686655,1.0040657054456712,0.9801418206023577,1.0299016362917672,0.010373413204951543,-99.59019345801393,-119.6428544887482,20.05266103073427,23.271380130812304,1.0935353168791233,191.28181177458876,83.5977615989298,80.60694208939479,21.955096853332506
34,2155.2160694148342,279.28709645628106,1,1,2,33.0,2128.086745037853,437.7152269407288,2155.2160694148342,1.0033056499242303,0.977673884088597,1.028742641429416,0.010643436405262418,-2.4045207632353254,-27.033819501674827,24.629298738439502,27.129324376981458,1.2748222994311682,236.37836294937156,87.67391215757564,87.29058301850053,22.80353707337447
35,2157.2040658332244,287.19605476625054,1,1,2,33.0,2128.086745037853,437.7152269407288,2157.2040658332244,1.0026957303689825,0.9789265528782836,1.0281530262045395,0.010318431323643698,153.61179310687686,129.66170190987015,23.950091197006714,29.117320795371597,1.368239375733421,216.09643057330285,87.80290028743138,92.82388342055758,22.978357407176066
36,2155.2160694148342,279.28709645628106,1,1,2,33.0,2128.086745037853,437.7152269407288,2155.2160694148342,1.0033056499242303,0.977673884088597,1.028742641429416,0.010643436405262418,-2.4045207632353254,-27.033819501674827,24.629298738439502,27.129324376981458,1.2748222994311682,236.37836294937156,87.67391215757564,87.29058301850053,22.80353707337447
37,2156.093371383884,293.7172647065306,1,1,2,32.0,2128.086745037853,437.7152269407288,2156.093371383884,1.0026481850447364,0.9749835265819232,1.0289247149503102,0.010837560039967107,7.400719449687159,-20.72160603703219,28.122325486719348,28.006626346031226,1.3160472152432425,272.5339348708014,91.68710532383268,61.30166512421638,23.12325321143733
38,2158.8786120199634,276.3138961578127,1,1,2,33.0,2128.086745037853,437.7152269407288,2158.878612019964,1.0027955369051866,0.9825597334048592,1.0271708943377338,0.010282125357376017,171.7451161901497,151.57059148249868,20.174524707651017,30.791866982110605,1.4469272483327695,248.91970213456443,90.75402524313058,98.74844753489236,24.134849373241433
39,2122.498819297928,219.2442206325441,1,9,10,33.0,2096.666079140772,430.52932764656924,2122.498819297928,1.0047694120776003,0.9781439429976873,1.029961384277039,0.010317590475695141,-3.004675404275133,-25.09507219120917,22.090396786934036,25.832740157155968,1.2320865212710648,202.8462288103452,81.17287473679222,99.88785392857807,21.745071477037595
40,2124.8391294350286,221.46692850713595,1,1,2,33.0,2096.666079140772,430.52932764656924,2124.8391294350286,1.0047152843242193,0.9753989256101866,1.0300135907617174,0.010767640015934278,8.975692532184269,-14.314457673339263,23.29015020552353,28.173050294256427,1.3437070678322764,223.14452083121975,84.72629375989793,98.64240707167302,22.452533508650912
41,2126.2939624140686,239.07627994961794,1,1,2,33.0,2096.666079140772,430.52932764656924,2126.2939624140686,1.0040210881329104,0.9753012901270384,1.0291207482730935,0.010867149606733562,101.84566043532993,76.60190324380926,25.24375719152067,29.627883273296447,1.4130949877072534,270.77914631085616,82.64485577630549,99.62628018186172,21.99290043848502
42,2124.329163867559,209.12101316836183,1,5,6,32.0,2096.666079140772,430.52932764656924,2124.3291638675587,1.0045468491835965,0.976768244283475,1.0296439024063666,0.010523446757707056,-42.91681729193658,-66.2841546122475,23.367337320310924,27.66308472678702,1.3193843789433335,228.36138026925497,82.38239036555181,99.91245231155143,22.010822382290616
43,2131.217540693004,305.1878706370795,1,1,2,32.0,2096.666079140772,430.52932764656924,2131.2175406930037,1.0021702747687617,0.9708560961952055,1.0286168307850514,0.011732815301493744,20.532188192699493,-6.267388561135959,26.799576753835453,34.55146155223201,1.6479239062422106,289.49431606348776,94.34298451312445,57.89886321269755,23.94088874746355
44,2119.672376817992,214.05922954976114,10,15,25,32.0,2096.666079140772,430.52932764656924,2119.672376817992,1.0043816703461657,0.9811922583155909,1.0299954563926608,0.010031164056038206,177.09056466361437,158.1474548287274,18.943109834886968,23.006297677219663,1.0972800059152863,246.62923403599154,78.95372584488287,66.19360270890786,20.638177209721277
45,2121.436927478163,199.99715471099006,0,0,0,32.0,2096.666079140772,430.52932764656924,2121.436927478163,1.0012087303671635,0.9759824099926743,1.0249575548527954,0.011214137918275835,113.7667145729065,90.8933174610138,22.8733971118927,24.770848337390817,1.1814398384096565,214.3847479410021,79.92722916829996,87.79012580003854,20.995264109680775
46,2120.944279724027,190.43187073484432,1,1,2,33.0,2096.666079140772,430.52932764656924,2120.944279724027,1.0042398901354854,0.9761100301190156,1.0333395504635443,0.013229064248666928,37.70398792647728,16.980778548650022,20.72320937782726,24.278200583255057,1.1579431185916085,174.1337815132472,74.38768902702853,99.50501800756982,20.10448154046795
47,2126.1107034988813,228.54758963680501,1,6,7,32.0,2096.666079140772,430.52932764656924,2126.1107034988813,1.0042657670776274,0.9751839616222061,1.0298726664660098,0.01087906127361442,24.62234543186699,1.014831655727562,23.607513776139427,29.444624358109195,1.4043544964573376,245.33956330510688,86.50658255370874,90.7331205209217,22.633720633457862
48,2124.300961784262,238.7186624562869,1,1,2,32.0,2096.666079140772,430.52932764656924,2124.3009617842617,1.0040118539582532,0.9756641875683365,1.030505149344099,0.010746468481673923,178.60674939257672,-178.87474176922984,357.48149116180656,27.634882643490073,1.3180392871532043,226.07068953831754,87.50933408410187,61.13874968537345,22.266573305909862
49,2129.3322396034227,303.68787562169996,1,1,2,33.0,2096.666079140772,430.52932764656924,2129.332239603423,1.0017796779287556,0.9735056012710962,1.0284227356001108,0.011230083199099876,67.80117017754694,41.83931396178349,25.961856215763447,32.66616046265062,1.5580049101589624,246.84850413056668,91.27936135971144,50.34351052470705,23.164208407619707
50,2130.73423014208,256.67633952404384,1,1,2,32.0,2096.666079140772,430.52932764656924,2130.7342301420795,1.0031744495926898,0.9743362053688702,1.028645984356329,0.010543824461631532,56.278458496198425,28.328978327057968,27.949480169140458,34.0681510013078,1.6248725221552283,242.31929706439885,91.71396891120375,99.7702316536305,23.901887291107915
51,2121.4895607445333,234.13508045363344,1,1,2,32.0,2096.666079140772,430.52932764656924,2121.4895607445333,1.0042266113198233,0.9769375425209771,1.0307786059685826,0.010677913644948599,-101.89587010207538,-124.10273012327414,22.206860021198764,24.823481603761138,1.1839501697825896,214.6325404620442,82.33238792591742,53.672666437604796,21.23539933758936
52,2123.2515686054535,207.04888551451003,1,1,2,33.0,2096.666079140772,430.52932764656924,2123.2515686054535,1.0048977934049204,0.9781295224676358,1.030353763823545,0.010328553702631348,17.96893852759098,-5.580700531243167,23.549639058834146,26.58548946468136,1.2679887240593062,220.77648254739643,81.06448012057818,98.95370041504391,21.39310710437215
53,2121.482683248826,211.0463280740144,1,1,2,33.0,2096.666079140772,430.52932764656924,2121.482683248826,1.0048101720797418,0.9707718057751317,1.0324127455542076,0.012008312854434244,-15.816671722470147,-40.7367835031975,24.920111780727353,24.81660410805398,1.1836221492276915,185.12214960058427,82.49593496502023,70.1779442972655,21.720222046335767
54,2126.873648759436,250.2471655657992,1,1,2,33.0,2096.666079140772,430.52932764656924,2126.873648759436,1.0034219747848054,0.9744602447255954,1.029434170697448,0.010991618368233433,-1.587233982076242,-26.591718490015182,25.00448450793894,30.20756961866391,1.4407429928490652,241.44822529628968,83.98801420028799,76.45977088195967,21.751822934216538
55,2123.2515686054535,207.04888551451003,1,1,2,33.0,2096.666079140772,430.52932764656924,2123.2515686054535,1.0048977934049204,0.9781295224676358,1.030353763823545,0.010328553702631348,17.96893852759098,-5.580700531243167,23.549639058834146,26.58548946468136,1.2679887240593062,220.77648254739643,81.06448012057818,98.95370041504391,21.39310710437215
56,2129.3548644522316,291.5560487528782,1,1,2,32.0,2096.666079140772,430.52932764656924,2129.354864452231,1.002660477169534,0.9719142812762411,1.029478456262248,0.011588521144676822,6.840951265531544,-21.113196911436717,27.95414817696826,32.68878531145947,1.5590839970500001,270.308687697732,94.10213385184831,54.06173753954641,23.871534848332466
57,2122.5900523962778,310.0698561517411,1,1,2,33.0,2089.304411677936,425.93219310796417,2122.5900523962778,1.0013216597218693,0.9754383499456807,1.0252138102116612,0.011232798834879517,-2.6348058449080156,-32.112159696226456,29.47735385131844,33.28564071834171,1.5931446146523838,272.1942989447268,94.23259647888953,58.27678960874869,23.721640135911144
58,2115.2967133691277,230.82718417300765,1,1,2,33.0,2089.304411677936,425.93219310796417,2115.2967133691277,1.0033314594041705,0.9803751246699631,1.025678846080278,0.01020954544841859,-31.464218343595547,-55.54784124468313,24.08362290108758,25.992301691191642,1.2440648450226086,204.08972208902077,80.53228903897876,89.66528949687171,21.165458246233943
59,2113.5965896945745,240.86310836787735,1,1,2,33.0,2089.304411677936,425.93219310796417,2113.5965896945745,1.004374776764761,0.9813420537511282,1.02942073307624,0.00993820328490904,51.72658686276165,29.89167051553025,21.8349163472314,24.292178016638445,1.162692132408279,205.84078125006533,82.0388889541886,55.64780778449608,21.105518913205845
60,2122.5900523962778,310.0698561517411,1,1,2,33.0,2089.304411677936,425.93219310796417,2122.5900523962778,1.0013216597218693,0.9754383499456807,1.0252138102116612,0.011232798834879517,-2.6348058449080156,-32.112159696226456,29.47735385131844,33.28564071834171,1.5931446146523838,272.1942989447268,94.23259647888953,58.27678960874869,23.721640135911144
61,2118.08416273165,282.2817812037862,1,1,2,33.0,2089.304411677936,425.93219310796417,2118.08416273165,1.00342725453734,0.9787769065548643,1.027809396557422,0.010291885718952822,-107.45518444316458,-133.4585995580844,26.003415114919804,28.77975105371388,1.3774800308108595,230.61345828107497,92.06016521596473,54.360610241826826,23.0865146482226
62,2116.6555172443727,245.57766280733654,1,1,2,32.0,2089.304411677936,425.93219310796417,2116.655517244373,1.0040622684666152,0.9847683217964801,1.028871733261281,0.00942996449183742,21.43559101826122,1.7654934530526418,19.67009756520858,27.351105566436672,1.3091010296805334,248.9599066461378,91.01109165722,59.848065497244704,23.056732961703926
63,2112.7041300941355,203.11152562800103,2,1,3,33.0,2089.304411677936,425.93219310796417,2112.7041300941355,1.0037646069696182,0.9818282840589636,1.025614020581633,0.010049005268385352,13.70645924706264,-6.665166538067325,20.371625785129964,23.39971841619945,1.119976499614384,248.0168896846235,74.29178980312818,99.4075170879953,20.216108491875477
64,2115.85086998309,222.3851106645058,1,3,4,32.0,2089.304411677936,425.93219310796417,2115.85086998309,1.0038542293370973,0.9796114466605557,1.0299915368716115,0.009657077757433095,66.41434644978739,42.07234078083201,24.34200566895538,26.54645830515392,1.2705883430282072,235.05549730192072,81.50574509332262,88.33261777833424,21.413349796290703
65,2113.5898195736304,246.76560999402102,1,1,2,33.0,2089.304411677936,425.93219310796417,2113.5898195736304,1.004374531063184,0.9796555275337255,1.029848035245121,0.010053697896152103,13.843502651522016,-9.887206999624766,23.730709651146782,24.285407895694334,1.162368095331333,243.58976834370932,81.87489791441213,54.7885136683544,21.02199346354468
66,2119.952327373394,285.8733208339737,1,1,2,33.0,2089.304411677936,425.93219310796417,2119.952327373394,1.0029759873106083,0.9774640617729854,1.028326195256156,0.010250954533927246,125.11771359100544,98.06045534331486,27.057258247690584,30.64791569545787,1.4668956579115389,257.57510943658855,92.08811695392082,53.41410544010415,23.148686926971216
67,2114.6725051753815,240.8115549614477,1,1,2,32.0,2089.304411677936,425.93219310796417,2114.672505175382,1.0044185060724564,0.9815597210157405,1.0289524722992907,0.009897771621441814,27.46162108324677,5.629271842328933,21.832349240917836,25.368093497445443,1.214188480896,206.32290121269256,85.93622486934575,55.574782677610415,21.89308813648652
68,2112.367901738053,195.60494249915055,1,1,2,32.0,2089.304411677936,425.93219310796417,2112.367901738053,1.0058347029594281,0.9823691029123719,1.0317394657762973,0.00987893241323234,58.78723546809397,36.26471360907124,22.52252185902273,23.063490060117147,1.1038836624862476,194.36594949564216,77.54134903204141,86.00386397665088,20.735460378970163
69,2118.4406488320196,237.35545513669618,1,1,2,32.0,2089.304411677936,425.93219310796417,2118.440648832019,1.004955172463265,0.9794116577883011,1.0307655803892437,0.010167237337430713,5.464369300968087,-21.748701823885426,27.213071124853514,29.136237154083574,1.3945424606979144,243.70025408940103,87.67960656618588,99.43861289479476,23.005822443362838
70,2112.8855681225323,204.001659283484,1,1,2,33.0,2089.304411677936,425.93219310796417,2112.8855681225323,1.0041443583746419,0.9820623334975885,1.0313157859127313,0.01129394129155379,-93.82090476649496,-112.24242877027069,18.42152400377573,23.581156444596218,1.128660635223472,249.8751047592898,79.5880449290206,94.55684913104024,21.14744656739972
71,2117.9210894719135,236.14246890941587,1,1,2,32.0,2089.304411677936,425.93219310796417,2117.921089471913,1.004568081865883,0.9800156839688211,1.0297261184215702,0.009993873737964886,20.595885018227705,-4.3888307273399505,24.984715745567655,28.616677793977487,1.3696748848098788,243.65822241749186,85.97842670449052,91.22501323672626,22.395945893822194
72,2116.9295743697216,234.7612538582762,1,1,2,32.0,2089.304411677936,425.93219310796417,2116.9295743697216,1.0042879932612683,0.9855049876344975,1.0288817742421987,0.009452052042339386,156.12067318731636,137.07997074434923,19.04070244296713,27.62516269178559,1.3222181764121015,246.52859548091678,89.39216329973748,82.39069170391092,23.123093505652164
73,2115.596338158063,211.0507766260499,1,1,2,32.0,2089.304411677936,425.93219310796417,2115.5963381580636,1.0048497187066496,0.9861785467717269,1.0293192533194258,0.00946711600205424,-11.181551679433113,-28.573410902283086,17.391859222849973,26.29192648012713,1.2584057322222322,242.24502984784232,84.54289940426342,99.47700423936443,22.68751440372706
74,2119.952327373394,285.8733208339737,1,1,2,33.0,2089.304411677936,425.93219310796417,2119.952327373394,1.0029759873106083,0.9774640617729854,1.028326195256156,0.010250954533927246,125.11771359100544,98.06045534331486,27.057258247690584,30.64791569545787,1.4668956579115389,257.57510943658855,92.08811695392082,53.41410544010415,23.148686926971216
75,2115.85086998309,222.3851106645058,1,3,4,32.0,2089.304411677936,425.93219310796417,2115.85086998309,1.0038542293370973,0.9796114466605557,1.0299915368716115,0.009657077757433095,66.41434644978739,42.07234078083201,24.34200566895538,26.54645830515392,1.2705883430282072,235.05549730192072,81.50574509332262,88.33261777833424,21.413349796290703
76,2099.8045647741096,245.00844900981957,1,1,2,33.0,2070.04647658899,419.9545644726345,2099.8045647741096,1.0037331756573677,0.9837957431942801,1.028504534728573,0.009429585858029594,-53.599164410478636,-72.72171873032781,19.122554319849172,29.758088185119504,1.437556524535367,416.7957535306468,87.89190563546008,96.27350092814459,23.35813117929092
77,2090.9362251824127,194.1254774391672,0,0,0,32.0,2070.04647658899,419.9545644726345,2090.9362251824123,1.0024461696824067,0.9793372509382458,1.0277154230967382,0.0107793907902285,179.168328570202,-179.4722564164549,358.6405849866569,20.88974859342261,1.0091439409536644,201.5176730739692,78.04792889098763,51.699354641182794,20.16515906488122
78,2101.4394737109124,257.79264719869605,2,7,9,33.0,2070.04647658899,419.9545644726345,2101.4394737109124,1.0043806987053878,0.9779837185016003,1.0298924936882685,0.010099580221351906,50.44317150844137,19.042014122440776,31.40115738600059,31.392997121922235,1.5165358593132374,295.1871191640397,84.25578228993311,90.89915204038034,22.143838734295525
79,2101.717621281021,247.2629094187322,1,9,10,33.0,2070.04647658899,419.9545644726345,2101.7176212810214,1.0038654309257804,0.9840507524733906,1.0261781765147509,0.009070434073140754,146.40822085394007,128.2102219095724,18.19799894436767,31.671144692030794,1.5299726383060883,251.13980870382403,94.125034219757,99.90841020764725,24.732234420983772
80,2095.483081942063,221.0007230307806,1,1,2,33.0,2070.04647658899,419.9545644726345,2095.483081942063,1.004218379176399,0.9799118633513773,1.027407082915577,0.009913777467492764,53.110168835410605,31.430013267102254,21.68015556830835,25.43660535307299,1.228793925196659,209.9877940569968,84.31764437248796,99.73405801002019,22.27575921288098
81,2100.089522951004,256.7245423556351,1,1,2,33.0,2070.04647658899,419.9545644726345,2100.0895229510033,1.0041344705966924,0.9835675696505194,1.0290854213333072,0.009350625070450536,25.10745610153876,6.701061739428411,18.406394362110348,30.043046362013683,1.4513223109617535,246.16413361636512,92.05376408361329,98.54473827585043,24.256717415080427
82,2099.853212444638,231.8241821283125,1,1,2,32.0,2070.04647658899,419.9545644726345,2099.853212444638,1.0043910332352142,0.9836715357083351,1.0291322934488827,0.009423011188385432,-143.00575462620455,-161.4337386463117,18.427984020107147,29.80673585564773,1.439906600781403,246.5802764977961,92.09836815087334,98.48045911835077,24.27067516309209
