bus,Vm_mean,Vm_std,Vm_min,Vm_max,Va_mean,Va_std,Va_min,Va_max,Pd_mean,Pd_std,Pd_min,Pd_max,Qd_mean,Qd_std,Qd_min,Qd_max,Pg_mean,Pg_std,Pg_min,Pg_max,Qg_mean,Qg_std,Qg_min,Qg_max
10,0.9906717895557036,0.00450891778954882,0.9612160526204431,1.012997429702048,1.5629038635764925,35.442511253106055,-179.95035833169823,179.99574760385565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.9883687291937274,0.004982795556870494,0.9585349487770467,1.009306254023781,2.906022901132902,35.46086669632058,-179.95348578865514,179.9191835598176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1.007387175682599,0.002014269195526922,0.9958824997594494,1.0148609193922697,6.928776775407278,35.520145167346136,-179.97747006388454,179.9508303221869,225.10895678166526,14.304499729284375,189.41241921897043,272.4990531005497,45.88772081888655,2.90993833779324,38.48713206271077,56.07103145654157,527.5438296605014,72.12226741918502,207.00109837936833,591.0000059099472,75.67694590440607,12.085615173159901,30.83448364642809,144.7050014433036
13,1.0005361652906608,0.004449778276540914,0.9745471768891917,1.0206448883948764,2.1317975600428296,35.45513240054093,-179.99113474067858,179.89981955031362,164.86581693807756,10.46201267214948,137.2263101788373,199.36982281468187,33.14009036888996,2.107965925014232,27.631504762380672,40.12889770187934,0.0,0.0,0.0,0.0,74.03053459832178,8.471747561777345,0.0,75.00000000151182
14,0.9994969272267298,0.0008424197312145649,0.9984999995036847,1.0014999842352432,6.331233026107824,35.50297043441563,-179.99917636606392,179.99623148681655,269.4585194467364,17.069441595436228,226.8465549860456,331.48355039163465,54.373836110959225,3.4588812672439095,45.37595604071427,65.67232323788699,190.00321366965784,25.471586242818454,25.81266046267281,214.99994976696033,35.58427712173488,10.04850490245598,8.006123995684957,48.00000595578261
15,1.001737381569259,0.0016707239024516761,0.995732634358803,1.0089881406289845,6.32756691457263,35.497076939429824,-179.8506699122454,179.95970082927488,84.97123888657272,5.4084821844453685,70.6509157557797,104.54027634820307,16.995385629153876,1.0796502621323874,14.239586167222361,20.46595842600545,140.08434350331945,23.45030824951094,0.0,155.00000154999972,11.31145501781756,3.5459624028555794,-2.976281257969147,23.534731282394183
16,1.0087391577233067,0.001879698330670655,0.9977950670485465,1.017607708484843,8.108726935887292,35.53887372455183,-179.97521276070648,179.98920412099636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1.0116404517745228,0.001969585553733222,0.9969967168729079,1.0181194773137172,8.71624398106944,35.55207293344403,-179.93180199034725,179.97487230137483,282.95331546714533,17.987588531895412,237.97560787085303,345.29579802940003,57.78801310456455,3.6669678000307733,48.41481807466039,70.20574557969965,295.92805273383874,75.70976693344059,0.0,400.00000303322423,51.06566067728449,5.730484116025284,0.0,67.19777444874643
18,0.9985683102489805,0.0024967327895282798,0.98115293918152,1.0058008851808644,6.551905867852379,35.50105084585597,-179.97758611690833,179.99725295418682,153.8410560155893,9.771831308945968,128.36449456527347,186.43929340495924,31.437436926397258,2.001362126208479,26.265993766122076,38.1633481667734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.004905415888218,0.002136258281965,0.9887142963827804,1.0110958666221763,8.309031366640657,35.54015921035868,-179.97973430756906,179.93036227198223,108.77195940911193,6.897823384451149,90.60683227171,131.49061887668748,22.089511683270043,1.4068737668230802,18.55685062394995,26.870762132421373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1.014061119469501,0.0013113163394711787,1.0044015140334892,1.0192804006207297,9.128758324749171,35.562767345822486,-179.98298666535993,179.9960470430081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.8227930370618,59.84348919244879,0.0,399.9999901302976,46.294440755645375,5.009395531082757,0.0,61.19589517824675
21,1.0053402086989878,0.0004918118216428468,1.0013439348345763,1.0064999994156119,11.284613203903115,35.66674402093818,-179.97254098483876,179.99921616428185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.62262747308296,47.36037373725853,49.999997950884925,299.92543209742877,-45.19499600087344,5.48835336006182,-59.976474704539385,1.8727819850859513
22,1.011759570511414,0.0013570895432656574,1.0035500825580264,1.0171228269400179,9.882892144587029,35.579673517916234,-179.98393058046634,179.96678842424706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.51647212618883,86.45835615292462,129.56984000611527,659.9988855776971,21.544660595677716,7.0363112543104585,-6.698995449109679,70.36297868592857
23,0.9741141566400926,0.003135192340246544,0.955208111413842,1.0048903894681935,2.517086312066622,35.44952801427973,-179.99198499046815,179.9472848735861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
