idx,bus,p_mw_mean,p_mw_std,p_mw_min,p_mw_max,q_mvar_mean,q_mvar_std,q_mvar_min,q_mvar_max,max_p_mw_first,min_p_mw_first,pct_at_pmax,pct_at_pmin,gen_label
23.0,20,243.17007586530087,54.80352640899689,0.0,400.0000039999385,46.587117732867306,4.98838778955391,0.0,62.79841093260394,400.0,100.0,0.7255699740727921,1.056027586026737,G23@B20
24.0,21,20.725226501079813,7.540276755417189,0.0,49.99955671912684,-7.591090523005128,1.3930842721025642,-9.999798133219393,2.5617841026136405,50.0,10.0,0.05420549761299887,7.975392010240268,G24@B21
25.0,21,20.732252183752873,7.542187670751893,0.0,49.99955671912684,-7.591974283677086,1.3916621362291737,-9.999798133219393,2.5617841026136405,50.0,10.0,0.05289934104401095,7.968861227395328,G25@B21
26.0,21,20.734845660969942,7.542060248163316,0.0,49.99955671912684,-7.59283700030285,1.3906478167734306,-9.999798133219393,2.5617841026136405,50.0,10.0,0.05485857589749284,7.962330444550387,G26@B21
27.0,21,20.731033549348822,7.545674678673428,0.0,49.99955671912684,-7.59147942943829,1.393062706782982,-9.999798133219393,2.5617841026136405,50.0,10.0,0.05355241932850491,7.973432775386785,G27@B21
28.0,21,20.732454341964946,7.534333410216745,0.0,49.99955671912684,-7.593300081603808,1.3888299997819622,-9.99916316392095,2.5617841026136405,50.0,10.0,0.05289934104401095,7.9512281137139915,G28@B21
29.0,21,20.72691205733097,7.546051085546416,0.0,49.99955671912684,-7.590619658908875,1.3946831575728103,-9.999798133219393,2.5617841026136405,50.0,10.0,0.05420549761299887,7.9851881845076775,G29@B21
30.0,22,115.3242134325235,21.07067051620791,0.0,155.0000015499917,-8.20219712022917,2.816321245745949,-17.99471555199967,8.070521491521271,155.0,54.29999999999999,1.4655076704044514,1.729351297340012,G30@B22
31.0,22,115.33237483198792,21.048275312076964,0.0,155.0000015499917,-8.203605797376257,2.8163446956094935,-18.375406874329915,8.070521491521271,155.0,54.29999999999999,1.4589768875595117,1.7234735927795664,G31@B22
32.0,22,277.53937691553995,52.33741045194874,0.0,350.0000034999917,38.31055644593176,5.348985337028878,0.0,55.57052149152286,350.0,140.0,0.3944592838343532,1.5980825621567256,G32@B22
